Age,Sex,Education,Native Country,Race,Marital Status,Work Class,Occupation,Hours Per Week,Income,Capital Gain,Capital Loss
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Craft-repair,Part-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Small,None,None
Young,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Over-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Private,Sales,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Local-gov,Other-service,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Local-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Handlers-cleaners,Full-time,Small,None,None
Young,Female,10th,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Middle-aged,Male,11th,United-States,White,Divorced,Private,Handlers-cleaners,Over-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Young,Female,Assoc-acdm,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,Asian-Pac-Islander,Never-married,Private,Prof-specialty,Part-time,Small,Low,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Transport-moving,Full-time,Small,Low,None
Middle-aged,Male,Bachelors,Jamaica,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,Prof-school,United-States,White,Married-civ-spouse,Federal-gov,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,Low,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Exec-managerial,Workaholic,Large,High,None
Middle-aged,Male,11th,United-States,White,Never-married,Private,Transport-moving,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,7th-8th,United-States,White,Married-civ-spouse,Private,Farming-fishing,Over-time,Small,None,None
Senior,Male,Masters,United-States,White,Divorced,Self-emp-not-inc,Prof-specialty,Over-time,Large,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,State-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,HS-grad,Germany,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Large,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Female,Some-college,Mexico,White,Divorced,Local-gov,Adm-clerical,Part-time,Small,Low,None
Middle-aged,Female,HS-grad,United-States,Black,Never-married,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Female,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,High
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Local-gov,Craft-repair,Full-time,Large,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Handlers-cleaners,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Transport-moving,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Self-emp-not-inc,Sales,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Old,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-inc,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,Low
Senior,Female,Assoc-acdm,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Full-time,Large,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Handlers-cleaners,Full-time,Large,Low,None
Middle-aged,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Never-married,Self-emp-not-inc,Craft-repair,Over-time,Small,None,None
Middle-aged,Female,Masters,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Over-time,Large,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Federal-gov,Adm-clerical,Over-time,Large,None,None
Old,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Full-time,Large,None,High
Old,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Female,HS-grad,Philippines,Asian-Pac-Islander,Married-spouse-absent,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Workaholic,Large,None,None
Middle-aged,Male,Bachelors,Philippines,Asian-Pac-Islander,Separated,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,Low,None
Young,Female,Bachelors,United-States,White,Never-married,Local-gov,Prof-specialty,Full-time,Small,None,None
Senior,Female,Bachelors,United-States,White,Never-married,Private,Other-service,Over-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Middle-aged,Male,10th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Widowed,Self-emp-not-inc,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Senior,Female,Some-college,United-States,Black,Divorced,Self-emp-not-inc,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Workaholic,Large,None,None
Middle-aged,Male,5th-6th,Columbia,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,Bachelors,United-States,White,Divorced,Private,Prof-specialty,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,HS-grad,Canada,White,Divorced,Private,Sales,Part-time,Small,None,None
Old,Female,10th,Peru,White,Separated,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Senior,Female,Bachelors,Japan,Asian-Pac-Islander,Never-married,Private,Other-service,Part-time,Large,None,None
Young,Female,HS-grad,United-States,Black,Never-married,Private,Sales,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Over-time,Small,None,None
Senior,Male,9th,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Federal-gov,Prof-specialty,Full-time,Large,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Other-service,Over-time,Small,None,Low
Senior,Male,HS-grad,Trinadad&Tobago,Black,Married-civ-spouse,Private,Tech-support,Full-time,Large,None,Low
Young,Male,10th,Mexico,White,Never-married,Private,Other-service,Over-time,Small,None,None
Young,Female,Bachelors,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Large,None,None
Young,Male,HS-grad,United-States,Black,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Young,Male,12th,United-States,White,Never-married,Private,Priv-house-serv,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Over-time,Large,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Machine-op-inspct,Part-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,HS-grad,Japan,Asian-Pac-Islander,Divorced,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Small,None,None
Young,Female,11th,United-States,White,Never-married,Private,Machine-op-inspct,Part-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Old,Male,Preschool,United-States,White,Never-married,Private,Machine-op-inspct,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,State-gov,Craft-repair,Full-time,Large,None,None
Young,Female,HS-grad,United-States,White,Divorced,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,High,None
Middle-aged,Female,HS-grad,Mexico,White,Separated,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Senior,Female,9th,United-States,White,Widowed,Private,Sales,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Widowed,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,Black,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Over-time,Large,None,None
Young,Male,HS-grad,United-States,White,Never-married,Self-emp-not-inc,Farming-fishing,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,High
Old,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,None,None
Middle-aged,Male,Some-college,Mexico,White,Married-civ-spouse,Local-gov,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Middle-aged,Female,HS-grad,Mexico,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,High,None
Middle-aged,Male,Bachelors,United-States,Amer-Indian-Eskimo,Never-married,Local-gov,Prof-specialty,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Sales,Over-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Handlers-cleaners,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Sales,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Sales,Part-time,Small,None,None
Senior,Female,Some-college,United-States,White,Divorced,Private,Adm-clerical,Over-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Senior,Female,Some-college,United-States,White,Widowed,Self-emp-not-inc,Exec-managerial,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Widowed,Private,Machine-op-inspct,Full-time,Small,Low,None
Young,Male,5th-6th,Mexico,White,Never-married,Private,Other-service,Over-time,Small,None,None
Middle-aged,Male,Prof-school,United-States,White,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,Over-time,Large,None,None
Middle-aged,Female,HS-grad,Guatemala,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Small,Low,None
Middle-aged,Female,Masters,United-States,White,Never-married,Private,Exec-managerial,Over-time,Large,High,None
Middle-aged,Female,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Local-gov,Prof-specialty,Full-time,Small,None,None
Old,Male,1st-4th,Poland,White,Married-civ-spouse,Private,Prof-specialty,Part-time,Small,None,None
Senior,Female,HS-grad,United-States,Black,Separated,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,Black,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Over-time,Large,None,None
Senior,Male,Some-college,Poland,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Young,Male,Bachelors,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Machine-op-inspct,Over-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,Black,Separated,Private,Other-service,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Senior,Male,11th,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Other-service,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Transport-moving,Part-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,HS-grad,Mexico,Other,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Divorced,Private,Prof-specialty,Part-time,Small,None,None
Senior,Female,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,10th,Mexico,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Sales,Full-time,Small,None,None
Young,Male,10th,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Young,Male,HS-grad,United-States,Amer-Indian-Eskimo,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Other,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,Asian-Pac-Islander,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Senior,Female,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,Asian-Pac-Islander,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Divorced,Self-emp-inc,Exec-managerial,Over-time,Small,None,High
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,None,None
Senior,Female,1st-4th,United-States,White,Divorced,Private,Priv-house-serv,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Senior,Female,HS-grad,United-States,White,Widowed,Federal-gov,Adm-clerical,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,11th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,Low,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Workaholic,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,High
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Young,Female,Bachelors,United-States,White,Never-married,Local-gov,Prof-specialty,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Workaholic,Small,None,None
Senior,Female,HS-grad,Canada,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Young,Female,12th,United-States,White,Never-married,Private,Sales,Over-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Local-gov,Protective-serv,Full-time,Large,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Middle-aged,Female,Assoc-voc,United-States,White,Never-married,Private,Exec-managerial,Part-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Large,Low,None
Senior,Male,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Large,None,None
Old,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Protective-serv,Full-time,Large,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Married-civ-spouse,Private,Exec-managerial,Part-time,Large,None,None
Middle-aged,Female,Some-college,United-States,Black,Married-spouse-absent,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,10th,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Divorced,Self-emp-not-inc,Exec-managerial,Part-time,Small,None,None
Young,Female,Bachelors,United-States,Black,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Divorced,Private,Transport-moving,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,High
Senior,Female,Bachelors,United-States,White,Married-spouse-absent,Private,Exec-managerial,Over-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Over-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Divorced,Private,Machine-op-inspct,Full-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,Some-college,England,White,Never-married,Federal-gov,Handlers-cleaners,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,None
Young,Male,Bachelors,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,Masters,United-States,White,Divorced,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Divorced,Private,Prof-specialty,Over-time,Large,None,Low
Middle-aged,Female,Masters,United-States,White,Divorced,Local-gov,Exec-managerial,Full-time,Small,None,None
Young,Female,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Never-married,Self-emp-not-inc,Sales,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-inc,Sales,Over-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-inc,Sales,Workaholic,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Local-gov,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,Low,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Private,Farming-fishing,Full-time,Small,None,None
Senior,Male,10th,United-States,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Never-married,Federal-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Male,10th,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,Masters,United-States,White,Divorced,Local-gov,Prof-specialty,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Divorced,Local-gov,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Exec-managerial,Part-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Self-emp-inc,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Sales,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Over-time,Small,None,Low
Middle-aged,Female,Assoc-acdm,United-States,White,Divorced,Private,Prof-specialty,Over-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Female,Assoc-voc,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,Low
Senior,Male,Bachelors,United-States,White,Divorced,State-gov,Adm-clerical,Full-time,Small,Low,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Young,Male,Masters,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Small,None,None
Senior,Male,Bachelors,Germany,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Part-time,Small,Low,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,None,None
Young,Female,11th,United-States,White,Never-married,Private,Exec-managerial,Part-time,Small,None,None
Senior,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,White,Widowed,Private,Sales,Full-time,Small,None,None
Senior,Female,Some-college,United-States,Black,Divorced,Private,Machine-op-inspct,Full-time,Small,None,None
Senior,Male,Bachelors,India,Asian-Pac-Islander,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,High,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Local-gov,Protective-serv,Over-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Black,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Old,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Full-time,Small,None,None
Middle-aged,Female,Assoc-voc,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Senior,Male,12th,United-States,Asian-Pac-Islander,Never-married,Private,Transport-moving,Full-time,Small,None,None
